transaction_id,gateway,amount,status,failure_reason,date
29786460,IMSL,17212,Success,,31/05/2024
70280955,IMSL,182787,Failed,Risk,20/06/2024
42354508,Cybersource,789988,Failed,Gateway Timeout,14/08/2024
11986908,Hitachi,55402,Success,,22/04/2024
82316205,Paynxt,751069,Success,,12/11/2024
67267836,Paynxt,787671,Success,,24/03/2024
77256464,Hitachi,462428,Failed,Risk,04/03/2024
71078429,Cybersource,496811,Failed,Incorrect credentials,31/01/2024
67097685,Hitachi,671962,Failed,Incorrect credentials,10/03/2024
83905060,IMSL,794179,Success,,04/09/2024
10423823,IMSL,669396,Success,,18/12/2024
91500248,Cybersource,269079,Failed,Downtime,18/06/2024
74588248,IMSL,288335,Failed,Downtime,05/07/2024
50581180,Paynxt,663568,Failed,Risk,02/03/2024
79787714,Cybersource,240873,Failed,Configuration Error,04/04/2024
21416110,Hitachi,85450,Success,,07/10/2024
73973517,TPSL,750406,Success,,02/08/2024
13683405,TPSL,198349,Success,,22/08/2024
89052315,IMSL,300944,Success,,06/11/2024
16495036,Hitachi,132579,Failed,Configuration Error,02/10/2024
80055204,Cybersource,712492,Failed,Incorrect credentials,14/01/2024
60984481,TPSL,768385,Failed,Risk,06/06/2024
88107546,Hitachi,853992,Failed,Gateway Timeout,09/09/2024
99104501,TPSL,313274,Failed,Downtime,20/07/2024
87428319,IMSL,730807,Failed,Configuration Error,07/06/2024
83280841,TPSL,527336,Failed,Risk,04/11/2024
83072008,Cybersource,771955,Success,,09/07/2024
22122329,IMSL,206519,Failed,Risk,31/03/2024
93575279,TPSL,158313,Failed,Downtime,05/09/2024
69576026,Cybersource,320226,Failed,Incorrect credentials,03/11/2024
94493092,IMSL,465567,Success,,24/09/2024
61599818,Cybersource,586308,Failed,Gateway Timeout,09/09/2024
60443884,Paynxt,679923,Failed,Configuration Error,12/06/2024
81745973,Paynxt,866493,Failed,Configuration Error,25/02/2024
44701872,TPSL,410846,Success,,01/11/2024
16932381,Cybersource,49646,Success,,12/11/2024
83578045,IMSL,475144,Failed,Configuration Error,06/05/2024
37327813,IMSL,586162,Failed,Gateway Timeout,29/01/2024
34353615,IMSL,744804,Success,,16/01/2024
30680336,Hitachi,416323,Success,,03/06/2024
98934659,Hitachi,488587,Failed,Downtime,04/03/2024
65841447,Cybersource,129458,Success,,11/01/2024
73780415,Hitachi,345247,Success,,04/10/2024
92731353,Paynxt,87020,Success,,30/08/2024
30146910,Hitachi,446491,Failed,Configuration Error,10/11/2024
64883192,IMSL,270793,Failed,Downtime,12/08/2024
26940703,TPSL,165333,Failed,Configuration Error,22/04/2024
15107313,TPSL,468468,Success,,21/03/2024
53183799,TPSL,63158,Success,,16/08/2024
87123401,Paynxt,330846,Failed,Risk,07/09/2024
94471053,Hitachi,107806,Failed,Incorrect credentials,30/10/2024
74392214,Hitachi,912367,Failed,Incorrect credentials,01/04/2024
51107583,IMSL,349110,Success,,09/07/2024
88295058,Paynxt,701992,Success,,07/04/2024
57628901,Cybersource,390602,Failed,Configuration Error,04/02/2024
88494090,TPSL,349749,Success,,23/09/2024
48945354,Cybersource,54822,Failed,Gateway Timeout,14/09/2024
59277850,IMSL,370946,Failed,Gateway Timeout,31/10/2024
96760569,Paynxt,182526,Failed,Gateway Timeout,29/11/2024
63252698,IMSL,950255,Failed,Incorrect credentials,03/10/2024
97567820,IMSL,60407,Failed,Risk,28/09/2024
22462406,IMSL,554134,Success,,06/08/2024
96337070,Hitachi,267760,Success,,11/12/2024
82266104,TPSL,688413,Failed,Gateway Timeout,08/06/2024
55907919,Cybersource,958996,Failed,Configuration Error,15/10/2024
93721859,TPSL,693649,Success,,16/11/2024
93570981,Cybersource,637243,Success,,13/12/2024
80233098,Cybersource,653100,Failed,Gateway Timeout,08/01/2024
72853782,Hitachi,170238,Success,,10/09/2024
16523064,Cybersource,95085,Failed,Risk,30/08/2024
49160832,Paynxt,197259,Failed,Incorrect credentials,26/12/2024
16094675,IMSL,305918,Failed,Risk,19/05/2024
33715024,Hitachi,666841,Success,,24/12/2024
33977297,Cybersource,432742,Success,,23/08/2024
56805120,Cybersource,236349,Success,,24/07/2024
87306736,Cybersource,660003,Success,,19/12/2024
81288314,IMSL,804674,Success,,24/02/2024
57960414,TPSL,196722,Failed,Incorrect credentials,10/11/2024
42786370,TPSL,899329,Success,,26/07/2024
80687347,Paynxt,531075,Failed,Risk,14/06/2024
58237619,Hitachi,799902,Failed,Incorrect credentials,08/12/2024
91824974,Paynxt,908462,Success,,31/01/2024
28146233,IMSL,677812,Failed,Configuration Error,23/08/2024
68455889,TPSL,592551,Success,,10/04/2024
85756449,Cybersource,118558,Failed,Configuration Error,18/01/2024
74681920,Hitachi,596810,Failed,Downtime,26/10/2024
33755924,IMSL,846410,Success,,07/09/2024
90317611,Hitachi,958708,Failed,Downtime,26/01/2024
33293937,Paynxt,412039,Success,,22/04/2024
10747009,Cybersource,589069,Success,,09/06/2024
82931944,IMSL,850544,Failed,Risk,26/05/2024
53746018,Hitachi,413172,Success,,02/11/2024
75503462,TPSL,663063,Success,,26/05/2024
86827256,TPSL,150236,Failed,Gateway Timeout,19/08/2024
97155267,TPSL,880239,Success,,27/03/2024
54976832,TPSL,202260,Failed,Risk,26/04/2024
55512066,IMSL,888290,Success,,14/02/2024
54665190,TPSL,878791,Success,,13/11/2024
27922843,Paynxt,254737,Failed,Downtime,20/05/2024
82651077,Hitachi,522199,Failed,Configuration Error,21/08/2024
68110781,Cybersource,87649,Success,,22/07/2024
72563880,IMSL,57798,Success,,11/11/2024
71793506,IMSL,784627,Failed,Downtime,15/05/2024
34531169,Cybersource,441252,Failed,Incorrect credentials,22/10/2024
92530521,TPSL,124907,Success,,22/09/2024
32483189,Paynxt,347664,Success,,19/07/2024
86286061,Paynxt,980749,Success,,02/07/2024
35262752,TPSL,19479,Success,,26/12/2024
12095059,Hitachi,879970,Failed,Downtime,04/01/2024
44627835,Paynxt,311790,Success,,31/01/2024
51445509,Hitachi,832168,Success,,31/05/2024
69766307,Hitachi,815859,Failed,Risk,30/10/2024
87232149,Cybersource,320139,Success,,01/02/2024
61440417,Cybersource,264258,Success,,02/09/2024
65614122,Paynxt,891809,Success,,09/02/2024
92516412,Cybersource,805563,Failed,Incorrect credentials,19/04/2024
39075734,TPSL,104664,Success,,23/03/2024
46867602,Hitachi,845532,Success,,25/12/2024
84227242,Paynxt,575185,Success,,18/03/2024
17702847,TPSL,967263,Success,,13/08/2024
93206675,Cybersource,960663,Failed,Gateway Timeout,16/07/2024
44785328,TPSL,546648,Success,,25/11/2024
17299369,IMSL,902795,Failed,Incorrect credentials,21/07/2024
89066598,TPSL,449929,Success,,03/11/2024
96956386,Paynxt,343948,Success,,26/02/2024
72548828,IMSL,125833,Success,,01/03/2024
74674379,Hitachi,399885,Failed,Gateway Timeout,02/11/2024
41065095,Hitachi,276008,Failed,Downtime,21/09/2024
69137188,Hitachi,833287,Success,,05/05/2024
81776016,Hitachi,493502,Failed,Downtime,19/03/2024
18084309,IMSL,502181,Failed,Downtime,23/11/2024
94944866,IMSL,999341,Success,,30/01/2024
88065190,Paynxt,301191,Failed,Gateway Timeout,07/06/2024
18677711,Paynxt,175790,Failed,Downtime,10/04/2024
95594459,Hitachi,613778,Success,,25/12/2024
94286149,TPSL,598358,Failed,Risk,14/11/2024
62305900,IMSL,144858,Success,,23/07/2024
90515857,IMSL,908873,Failed,Incorrect credentials,08/03/2024
57108174,IMSL,909764,Success,,03/08/2024
84632779,TPSL,155450,Success,,25/08/2024
38699799,Cybersource,770935,Failed,Gateway Timeout,16/06/2024
83100894,Cybersource,267966,Success,,19/01/2024
79262924,Hitachi,85699,Success,,10/07/2024
10932026,Cybersource,552631,Failed,Configuration Error,08/10/2024
93914473,Paynxt,82678,Failed,Configuration Error,03/03/2024
96632089,Paynxt,484722,Success,,04/02/2024
44270000,IMSL,516228,Success,,17/05/2024
84682891,Hitachi,493876,Success,,01/01/2024
29021948,Cybersource,934891,Success,,15/10/2024
53639650,TPSL,774084,Failed,Downtime,27/05/2024
40033319,Hitachi,707324,Failed,Risk,19/01/2024
19927677,Cybersource,654365,Success,,04/10/2024
71414237,Hitachi,397389,Success,,21/06/2024
53305069,Hitachi,553012,Failed,Configuration Error,01/07/2024
68228556,IMSL,497284,Success,,16/09/2024
53520496,IMSL,654137,Success,,05/04/2024
84747118,TPSL,189430,Failed,Risk,31/07/2024
11016187,Hitachi,911144,Success,,02/09/2024
22932023,TPSL,197469,Failed,Risk,15/05/2024
10467693,Hitachi,852936,Failed,Downtime,05/04/2024
75541607,Cybersource,839785,Success,,14/01/2024
60656069,IMSL,572444,Failed,Gateway Timeout,02/02/2024
64859420,Hitachi,748913,Success,,23/05/2024
29558995,TPSL,673010,Success,,24/11/2024
74574526,Cybersource,962052,Success,,18/01/2024
39829871,Paynxt,371249,Failed,Incorrect credentials,09/08/2024
75307761,Hitachi,16021,Success,,29/03/2024
27994527,Hitachi,269438,Failed,Configuration Error,02/06/2024
42254014,Paynxt,534174,Success,,09/12/2024
75001393,Paynxt,961434,Failed,Gateway Timeout,15/12/2024
59489526,Paynxt,536798,Failed,Configuration Error,19/04/2024
26261664,Hitachi,889145,Success,,06/03/2024
39802827,TPSL,225078,Success,,03/02/2024
74341200,TPSL,73890,Success,,17/10/2024
21106251,Hitachi,409833,Success,,20/11/2024
96127011,IMSL,186491,Success,,24/05/2024
42261663,Hitachi,619776,Success,,11/12/2024
20980645,TPSL,141942,Success,,01/09/2024
98729490,IMSL,504808,Success,,16/05/2024
75282639,TPSL,94157,Success,,17/07/2024
55076760,Paynxt,660532,Failed,Gateway Timeout,08/08/2024
38321318,TPSL,529129,Success,,05/07/2024
99840290,Paynxt,858290,Failed,Gateway Timeout,13/01/2024
91922022,TPSL,591740,Failed,Risk,13/03/2024
43350420,Hitachi,743150,Failed,Risk,03/11/2024
72066952,Hitachi,905911,Failed,Incorrect credentials,19/09/2024
90224014,TPSL,937580,Success,,18/03/2024
31319958,IMSL,855184,Success,,14/05/2024
91710104,Hitachi,687294,Success,,26/02/2024
10724905,Paynxt,549686,Success,,23/03/2024
44825566,Paynxt,438613,Success,,05/07/2024
64352086,TPSL,824752,Failed,Downtime,16/01/2024
43191162,Cybersource,232574,Failed,Gateway Timeout,15/03/2024
77466968,IMSL,470169,Failed,Risk,22/03/2024
61140718,Hitachi,421323,Failed,Downtime,24/12/2024
34813428,Cybersource,186863,Failed,Configuration Error,08/10/2024
17530245,Paynxt,803822,Success,,25/12/2024
81444236,TPSL,299809,Success,,22/04/2024
47752560,Cybersource,880174,Success,,28/08/2024
58381730,Hitachi,128543,Failed,Incorrect credentials,25/07/2024
42830879,Cybersource,36826,Success,,08/03/2024
15918447,Paynxt,829412,Success,,09/01/2024
18717655,Paynxt,296818,Failed,Incorrect credentials,17/06/2024
31120172,Paynxt,994980,Failed,Downtime,10/05/2024
69689644,Hitachi,956005,Failed,Risk,10/07/2024
33902222,Cybersource,919989,Success,,27/07/2024
59164794,TPSL,328534,Success,,29/01/2024
59525407,TPSL,156275,Failed,Gateway Timeout,07/06/2024
73560852,Paynxt,760844,Success,,21/02/2024
49393213,IMSL,274454,Success,,25/06/2024
58689889,Paynxt,550598,Failed,Risk,17/06/2024
97300633,Cybersource,971892,Failed,Gateway Timeout,25/02/2024
89389561,TPSL,885982,Failed,Incorrect credentials,08/12/2024
93742279,Cybersource,215850,Failed,Configuration Error,01/10/2024
16913779,Cybersource,86520,Success,,10/07/2024
66269806,TPSL,734800,Failed,Downtime,02/03/2024
62357234,IMSL,379951,Success,,23/03/2024
32213356,Hitachi,185634,Failed,Incorrect credentials,27/08/2024
39915389,IMSL,37540,Success,,23/11/2024
20147885,TPSL,865325,Failed,Risk,28/01/2024
59961300,Cybersource,669228,Failed,Configuration Error,23/04/2024
45372779,Paynxt,147918,Success,,28/01/2024
17160949,Paynxt,854216,Failed,Risk,13/11/2024
50243343,Cybersource,434673,Failed,Risk,16/03/2024
63589305,Cybersource,463783,Failed,Incorrect credentials,22/03/2024
63588414,Cybersource,467302,Success,,26/08/2024
56020586,Paynxt,179492,Failed,Incorrect credentials,05/04/2024
11593017,TPSL,299492,Failed,Incorrect credentials,02/09/2024
12250327,Cybersource,897009,Success,,20/07/2024
70623950,Cybersource,113166,Failed,Incorrect credentials,19/06/2024
94996917,TPSL,236216,Failed,Configuration Error,14/07/2024
36515659,Hitachi,747521,Failed,Incorrect credentials,12/07/2024
57190763,Hitachi,993951,Success,,28/03/2024
94081428,TPSL,235020,Success,,08/05/2024
77385889,Paynxt,535617,Failed,Risk,09/05/2024
60119449,TPSL,572393,Success,,03/01/2024
83748546,Paynxt,211453,Failed,Incorrect credentials,01/02/2024
26275003,TPSL,254164,Failed,Risk,25/01/2024
24248343,TPSL,534786,Success,,14/10/2024
18909952,TPSL,922867,Failed,Gateway Timeout,18/05/2024
65989324,Hitachi,105835,Success,,05/02/2024
39011620,IMSL,619063,Success,,04/10/2024
39291499,TPSL,887538,Success,,16/05/2024
29318966,Paynxt,106490,Failed,Incorrect credentials,03/12/2024
10420060,IMSL,149278,Success,,08/12/2024
19709328,Hitachi,285605,Success,,17/02/2024
18542738,Hitachi,101116,Success,,02/10/2024
77710906,Cybersource,763432,Success,,22/11/2024
17389977,Hitachi,336372,Failed,Downtime,18/06/2024
74301522,Hitachi,798403,Failed,Risk,15/09/2024
54543779,IMSL,734702,Success,,30/10/2024
27222280,IMSL,476756,Failed,Configuration Error,23/01/2024
52665735,Cybersource,502887,Success,,05/10/2024
34455520,Paynxt,575773,Success,,16/06/2024
88201522,Cybersource,760961,Success,,22/02/2024
99651104,TPSL,930774,Success,,10/09/2024
57107168,Paynxt,212004,Failed,Incorrect credentials,02/02/2024
92776393,TPSL,627103,Success,,10/09/2024
91402570,Paynxt,344105,Failed,Risk,25/11/2024
52536953,Cybersource,194166,Success,,30/04/2024
69371853,Paynxt,654313,Failed,Downtime,07/12/2024
69872129,IMSL,471773,Failed,Gateway Timeout,09/12/2024
60031631,Hitachi,87313,Success,,08/12/2024
52558655,Cybersource,562037,Success,,20/09/2024
65141263,Cybersource,255892,Failed,Configuration Error,24/09/2024
21423714,TPSL,467352,Failed,Gateway Timeout,31/12/2024
10129683,Hitachi,749148,Success,,02/02/2024
16425470,Hitachi,667953,Failed,Downtime,02/10/2024
46488194,IMSL,589683,Success,,08/10/2024
31733856,IMSL,106152,Success,,05/11/2024
39586009,IMSL,536443,Success,,27/07/2024
79548921,IMSL,247794,Success,,18/11/2024
26694583,TPSL,748704,Success,,01/08/2024
22620573,Cybersource,92241,Failed,Incorrect credentials,18/06/2024
63978941,Cybersource,342409,Success,,23/05/2024
90956293,Hitachi,24858,Success,,17/11/2024
99080854,IMSL,551324,Failed,Configuration Error,29/05/2024
72977074,Hitachi,173759,Success,,15/12/2024
37963269,Cybersource,720305,Failed,Incorrect credentials,01/06/2024
60143102,TPSL,672755,Failed,Gateway Timeout,23/04/2024
53222316,Hitachi,824046,Success,,14/04/2024
74836764,Cybersource,771135,Success,,26/06/2024
12948069,TPSL,955559,Failed,Incorrect credentials,24/04/2024
97860701,TPSL,708562,Failed,Configuration Error,20/02/2024
58305101,Cybersource,534434,Failed,Gateway Timeout,24/01/2024
36362464,Hitachi,417050,Success,,06/09/2024
27716864,Paynxt,331697,Failed,Downtime,08/07/2024
18196522,Cybersource,469728,Success,,14/04/2024
41313646,Hitachi,730390,Failed,Downtime,16/11/2024
70821394,TPSL,901897,Failed,Gateway Timeout,01/03/2024
61112710,Hitachi,573245,Success,,26/05/2024
93728225,Hitachi,38145,Success,,20/11/2024
37243578,IMSL,85287,Success,,24/07/2024
93312562,Paynxt,807710,Success,,27/09/2024
94944065,Paynxt,493512,Success,,19/11/2024
79019430,TPSL,86972,Failed,Incorrect credentials,03/02/2024
59598387,IMSL,342211,Success,,29/03/2024
63780849,Paynxt,801684,Success,,29/08/2024
10862932,Paynxt,72729,Success,,15/03/2024
10273490,Hitachi,147736,Failed,Gateway Timeout,04/01/2024
62055199,IMSL,107860,Success,,28/05/2024
15682063,IMSL,663362,Success,,15/01/2024
17125051,Cybersource,551538,Failed,Gateway Timeout,22/11/2024
50573090,IMSL,720797,Failed,Risk,01/06/2024
56374431,Paynxt,251742,Success,,28/11/2024
44555882,TPSL,521198,Success,,23/02/2024
69862504,Hitachi,636161,Failed,Incorrect credentials,09/10/2024
10807296,Paynxt,986756,Failed,Configuration Error,10/04/2024
27380005,Paynxt,636483,Success,,25/10/2024
29718663,TPSL,187194,Success,,09/11/2024
48782450,Hitachi,579377,Failed,Incorrect credentials,27/06/2024
76124030,TPSL,613959,Success,,13/01/2024
23151357,TPSL,23912,Success,,03/04/2024
95305658,IMSL,794683,Failed,Downtime,21/12/2024
19051260,IMSL,729104,Success,,05/02/2024
96544718,TPSL,304131,Success,,19/11/2024
87445319,Cybersource,780951,Success,,11/06/2024
13972275,TPSL,169199,Success,,13/06/2024
39531619,TPSL,115993,Success,,18/04/2024
48239230,TPSL,269500,Success,,15/11/2024
61805472,Hitachi,445824,Success,,20/06/2024
77706593,IMSL,489591,Failed,Downtime,20/11/2024
42510868,IMSL,789055,Failed,Configuration Error,07/03/2024
38883067,IMSL,792267,Failed,Incorrect credentials,10/11/2024
86818515,TPSL,301172,Success,,26/09/2024
35410418,Hitachi,837227,Success,,05/09/2024
61591971,TPSL,904622,Failed,Risk,30/10/2024
86505036,Paynxt,382404,Success,,21/09/2024
95541615,Paynxt,853684,Success,,06/11/2024
16173750,TPSL,168251,Success,,20/06/2024
62514323,Paynxt,20034,Failed,Incorrect credentials,18/07/2024
16282504,Cybersource,818894,Failed,Downtime,25/03/2024
77251698,Paynxt,518606,Failed,Downtime,14/02/2024
20497593,Hitachi,96093,Failed,Configuration Error,25/04/2024
76329701,Paynxt,653883,Success,,19/05/2024
83852677,TPSL,539065,Success,,05/03/2024
66357052,Hitachi,868290,Failed,Incorrect credentials,10/04/2024
19112645,Cybersource,625930,Success,,27/01/2024
25579455,IMSL,936217,Failed,Risk,31/05/2024
16882127,Paynxt,419418,Failed,Downtime,03/03/2024
29563618,Paynxt,521945,Success,,09/07/2024
70496462,IMSL,642084,Success,,19/01/2024
61902174,IMSL,88394,Failed,Incorrect credentials,23/04/2024
38873147,Hitachi,985116,Success,,26/07/2024
44202739,Hitachi,121750,Success,,01/12/2024
43709261,TPSL,518155,Success,,13/12/2024
97846792,Cybersource,551253,Success,,24/11/2024
50484359,Paynxt,477756,Failed,Configuration Error,02/07/2024
22004131,Cybersource,872829,Success,,08/11/2024
72748647,Paynxt,693664,Success,,07/06/2024
66574318,Cybersource,810671,Success,,23/10/2024
34004278,IMSL,13136,Failed,Downtime,27/12/2024
55537298,Paynxt,806974,Failed,Gateway Timeout,12/07/2024
12266069,Hitachi,439853,Success,,24/05/2024
20602051,Paynxt,354582,Success,,12/11/2024
86040415,IMSL,270916,Success,,17/04/2024
49046508,Paynxt,270097,Failed,Configuration Error,08/07/2024
72192944,TPSL,323464,Success,,03/04/2024
34777330,Paynxt,743159,Success,,06/05/2024
91972811,Paynxt,769645,Success,,28/08/2024
91469001,TPSL,133266,Success,,29/11/2024
90591907,Hitachi,70906,Failed,Downtime,10/01/2024
49263638,Cybersource,472744,Failed,Incorrect credentials,15/05/2024
93269690,Cybersource,802377,Success,,28/05/2024
57052927,Hitachi,878022,Failed,Incorrect credentials,11/01/2024
99878792,Hitachi,632117,Failed,Incorrect credentials,24/01/2024
85479998,TPSL,168636,Failed,Configuration Error,09/05/2024
75374308,TPSL,534861,Success,,23/03/2024
58181086,Hitachi,17321,Failed,Downtime,11/05/2024
61453471,Cybersource,250241,Success,,21/07/2024
71655380,Cybersource,657947,Failed,Configuration Error,19/10/2024
49545867,Paynxt,601361,Failed,Gateway Timeout,22/03/2024
25758425,Paynxt,277777,Success,,23/04/2024
67732773,Paynxt,251756,Failed,Downtime,05/11/2024
54942961,Cybersource,640283,Failed,Downtime,07/12/2024
86773668,Hitachi,772166,Failed,Risk,09/10/2024
84835692,Cybersource,594978,Failed,Downtime,14/03/2024
78596299,Hitachi,92702,Failed,Incorrect credentials,03/09/2024
93884876,IMSL,999137,Failed,Configuration Error,09/02/2024
65682571,TPSL,912100,Success,,16/12/2024
27018669,IMSL,246131,Success,,18/04/2024
91336002,Paynxt,916309,Success,,07/02/2024
18426210,Hitachi,280609,Failed,Incorrect credentials,24/07/2024
49209098,Paynxt,501813,Success,,31/07/2024
96651769,Hitachi,383508,Success,,21/09/2024
69343003,Hitachi,510871,Success,,09/12/2024
84647748,TPSL,500286,Success,,31/10/2024
86751358,Hitachi,450859,Success,,24/03/2024
34766820,Hitachi,821569,Failed,Incorrect credentials,07/11/2024
94970171,IMSL,89044,Failed,Risk,13/10/2024
17920168,Paynxt,237272,Failed,Configuration Error,05/02/2024
49482339,IMSL,796877,Success,,02/01/2024
13352235,Paynxt,176736,Failed,Downtime,08/02/2024
26276586,Hitachi,756441,Failed,Risk,17/09/2024
71278097,Hitachi,919686,Success,,19/09/2024
86564873,Hitachi,154451,Failed,Downtime,23/10/2024
92624806,Paynxt,362792,Failed,Configuration Error,29/02/2024
95690088,Paynxt,882642,Success,,05/11/2024
35470611,Hitachi,317541,Failed,Risk,03/08/2024
79117961,TPSL,454210,Success,,30/11/2024
65675708,TPSL,6101,Failed,Configuration Error,09/03/2024
31016662,TPSL,843140,Failed,Configuration Error,27/07/2024
53365496,IMSL,516327,Success,,28/02/2024
76957977,Hitachi,597757,Success,,05/10/2024
28114353,Cybersource,556739,Success,,19/02/2024
65680533,Cybersource,763921,Failed,Gateway Timeout,01/06/2024
14167798,Hitachi,69292,Success,,07/09/2024
80374525,Hitachi,139476,Failed,Configuration Error,31/07/2024
25148133,Paynxt,748535,Failed,Risk,07/02/2024
45596383,Cybersource,965385,Success,,11/10/2024
42258826,TPSL,595581,Failed,Configuration Error,24/10/2024
85499668,Paynxt,5249,Failed,Configuration Error,03/05/2024
84913036,Paynxt,584730,Failed,Incorrect credentials,22/05/2024
94655205,Cybersource,777323,Failed,Downtime,18/10/2024
21370093,Paynxt,828525,Failed,Risk,10/08/2024
57190453,Cybersource,558471,Success,,21/01/2024
34809611,IMSL,214199,Success,,12/03/2024
69447878,TPSL,275693,Success,,11/09/2024
17277253,IMSL,1236,Failed,Gateway Timeout,10/01/2024
97768591,IMSL,31561,Failed,Gateway Timeout,12/05/2024
87100693,Paynxt,901725,Success,,11/12/2024
66555613,Paynxt,278942,Success,,16/10/2024
41232390,Hitachi,503745,Failed,Incorrect credentials,15/01/2024
33447396,Cybersource,454941,Failed,Configuration Error,09/04/2024
81091723,IMSL,794407,Success,,19/09/2024
22504039,TPSL,633595,Failed,Gateway Timeout,20/03/2024
61948685,Paynxt,946041,Failed,Gateway Timeout,08/01/2024
72824970,Paynxt,738772,Success,,31/12/2024
81841516,TPSL,337357,Success,,05/09/2024
67307701,Cybersource,417054,Failed,Incorrect credentials,08/02/2024
76109666,Hitachi,114852,Failed,Downtime,06/05/2024
23433922,Paynxt,485068,Failed,Gateway Timeout,05/07/2024
29540705,Hitachi,4625,Failed,Incorrect credentials,16/03/2024
87424434,IMSL,190815,Failed,Configuration Error,17/08/2024
66096003,Paynxt,827859,Success,,30/11/2024
73011750,Hitachi,444585,Failed,Downtime,02/02/2024
29447116,Hitachi,474380,Failed,Configuration Error,13/02/2024
62894015,Hitachi,848981,Success,,20/10/2024
88905965,Cybersource,358231,Failed,Risk,07/01/2024
21892325,Hitachi,270682,Success,,23/12/2024
99581736,Cybersource,500935,Success,,30/07/2024
16453201,Hitachi,923616,Success,,17/06/2024
22091378,Paynxt,922843,Success,,03/01/2024
31717783,Cybersource,367223,Success,,22/06/2024
92265883,Paynxt,513224,Failed,Configuration Error,07/03/2024
19499253,TPSL,431491,Success,,18/01/2024
60939134,Cybersource,716328,Failed,Gateway Timeout,24/03/2024
43531391,TPSL,180816,Failed,Incorrect credentials,15/07/2024
56019696,IMSL,405894,Failed,Risk,17/04/2024
70916687,IMSL,478533,Success,,07/04/2024
76098991,Cybersource,103371,Failed,Risk,31/12/2024
55235869,TPSL,244174,Success,,27/12/2024
36343946,Cybersource,77967,Failed,Downtime,26/11/2024
39986984,Hitachi,873131,Failed,Configuration Error,27/08/2024
12391607,Paynxt,881265,Failed,Gateway Timeout,20/11/2024
84387905,TPSL,643115,Success,,14/12/2024
97471674,Cybersource,22226,Success,,01/03/2024
73868697,Cybersource,941533,Failed,Risk,05/05/2024
57626475,Cybersource,972526,Success,,19/12/2024
17348450,IMSL,349052,Failed,Configuration Error,20/01/2024
62303074,Cybersource,671669,Failed,Gateway Timeout,15/04/2024
23465339,Hitachi,588026,Success,,11/02/2024
34917582,Hitachi,512419,Success,,20/08/2024
79919737,IMSL,35762,Failed,Downtime,17/02/2024
54426557,Cybersource,268830,Success,,26/08/2024
98891109,TPSL,397277,Success,,07/11/2024
33205392,Hitachi,62481,Success,,29/04/2024
17773766,Cybersource,583262,Success,,16/01/2024
94380781,IMSL,738607,Success,,26/10/2024
87199535,IMSL,237307,Success,,07/03/2024
48476864,Hitachi,597180,Failed,Risk,31/07/2024
47213299,Cybersource,459793,Success,,07/03/2024
12127005,Cybersource,420397,Success,,16/09/2024
40557729,IMSL,388475,Success,,20/11/2024
32521024,IMSL,987439,Failed,Risk,08/02/2024
58105330,Hitachi,567881,Success,,27/10/2024
69077986,IMSL,538823,Success,,24/03/2024
42628993,Hitachi,698345,Failed,Downtime,29/02/2024
96965703,Hitachi,934955,Success,,16/10/2024
81188197,Cybersource,944603,Failed,Configuration Error,27/05/2024
95969127,Cybersource,982063,Success,,15/07/2024
14569135,Hitachi,641455,Failed,Incorrect credentials,25/05/2024
